id,name,owners,length,rfs_date,is_planned,notes,url,landing_points
natitua,Natitua,OPT French Polynesia,"2,680 km",2018 December,False,,https://www.natitua.pf/,"Arutua, French Polynesia, Fakarava, French Polynesia, Hao, French Polynesia, Hitia'a, French Polynesia, Hiva Oa, French Polynesia, Kaukura, French Polynesia, Makemo, French Polynesia, Manihi, French Polynesia, Nuku Hiva, French Polynesia, Rangiroa, French Polynesia, Takaroa, French Polynesia"
curie,Curie,Google,"10,476 km",2020 Q2,False,,https://cloud.google.com,"Valparaíso, Chile, Balboa, Panama, El Segundo, CA, United States"
venezuelan-festoon,Venezuelan Festoon,CANTV,"1,200 km",1998,False,,,"Cabimas, Venezuela, Camuri, Venezuela, Carúpano, Venezuela, Chichiriviche, Venezuela, Coro, Venezuela, Cumaná, Venezuela, Higuerote, Venezuela, Maracaibo, Venezuela, Porlamar, Venezuela, Puerto Cabello, Venezuela, Puerto La Cruz, Venezuela, Punto Fijo, Venezuela"
fibra-optica-austral,Fibra Optica Austral,Subtel,"2,800 km",2020 Q1,False,,https://fibraopticaaustral.cl/,"Puerto Montt, Chile, Puerto Williams, Chile, Punta Arenas, Chile, Tortel, Chile"
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),"Djibouti Telecom, Hormuud Telecom Somalia, Somtel International, Telkom Kenya","4,854 km",2021 February,False,,,"Djibouti City, Djibouti, Mombasa, Kenya, Mahajanga, Madagascar, Toliara, Madagascar, Beira, Mozambique, Maputo, Mozambique, Nacala, Mozambique, Bosaso, Somalia, Mogadishu, Somalia, Mtunzini, South Africa, Dar Es Salaam, Tanzania, Mtwara, Tanzania"
djibouti-africa-regional-express-1-dare-1,Djibouti Africa Regional Express 1 (DARE 1),"Djibouti Telecom, Hormuud Telecom Somalia, Somtel International, Telkom Kenya","4,854 km",2021 February,False,,,"Djibouti City, Djibouti, Mombasa, Kenya, Mahajanga, Madagascar, Toliara, Madagascar, Beira, Mozambique, Maputo, Mozambique, Nacala, Mozambique, Bosaso, Somalia, Mogadishu, Somalia, Mtunzini, South Africa, Dar Es Salaam, Tanzania, Mtwara, Tanzania"
peace-cable,PEACE Cable,Peace Cable International Network Co. Ltd.,"25,000 km",2022 March,False,Cyta owns the branch to Cyprus which they market as Arsinoe. GO owns the branch to Malta which they market as LaValette. Ooredoo Tunisia owns the Tunisian branch which they market as IFRIQYA. Zain owns the branch to Jeddah which they market as J2M (Jeddah to Marseille). du owns a branch to the UAE that will be completed in 2026.,http://www.peacecable.net,"Yeroskipos, Cyprus, Abu Talat, Egypt, Zafarana, Egypt, Marseille, France, Mombasa, Kenya, Kulhudhufushi, Maldives, Mellieha, Malta, Karachi, Pakistan, Jeddah, Saudi Arabia, Victoria, Seychelles, Tuas, Singapore, Berbera, Somalia, Bizerte, Tunisia, Kalba, United Arab Emirates"
jupiter,JUPITER,"Amazon Web Services, Meta, NTT, PCCW, PLDT, Softbank","14,557 km",2020,False,,,"Maruyama, Japan, Shima, Japan, Daet, Philippines, Cloverdale, OR, United States, Hermosa Beach, CA, United States"
crosslake-fibre,Crosslake Fibre,Crosslake Fibre,59 km,2019 October,False,,http://www.crosslakefibre.ca,"Toronto, ON, Canada, Buffalo, NY, United States"
gtmo-pr,GTMO-PR,U.S. Government,"1,400 km",2019 April,False,,,"Guantanamo Bay, Cuba, Punta Salinas, PR, United States"
gtmo-1,GTMO-1,U.S. Government,"1,528 km",2016,False,,,"Guantanamo Bay, Cuba, Dania Beach, FL, United States"
havhingstennorth-sea-connect-nsc,Havhingsten/North Sea Connect (NSC),"Bulk Infrastructure, EXA Infrastructure, Meta",661 km,2022 March,False,,,"Houstrup, Denmark, Newcastle, United Kingdom"
havhingstenceltixconnect-2-cc-2,Havhingsten/CeltixConnect-2 (CC-2),"Bulk Infrastructure, EXA Infrastructure, Meta",301 km,2022 March,False,,,"LoughShinny, Ireland, Port Erin, Isle of Man, Port Grenaugh, Isle of Man, Blackpool, United Kingdom"
cobracable,COBRAcable,Relined,304 km,2019 November,False,The COBRAcable is a power cable that also contains a fiber-optic cable with 48 fiber pairs.,https://www.tennet.eu/our-projects/international-connections,"Endrup, Denmark, Eemshaven, Netherlands"
kanawa,Kanawa,Orange,"1,746 km",2019 January,False,,,"Kourou, French Guiana, Schoelcher, Martinique"
fly-lion3,FLY-LION3,"Comoros Cables, Orange, Société Réunionnaise du Radiotéléphone",400 km,2019 October,False,,,"Moroni, Comoros, Kaweni, Mayotte"
nelson-levin,Nelson-Levin,Spark New Zealand,212 km,2001 June,False,,http://www.spark.co.nz,"Levin, New Zealand, Nelson, New Zealand"
png-lng,PNG LNG,Telikom Papua New Guinea,200 km,2014,False,,,"Kikori, Papua New Guinea, Port Moresby, Papua New Guinea"
kumul-domestic-submarine-cable-system,Kumul Domestic Submarine Cable System,PNG DataCo Limited,"5,457 km",2019 February,False,,https://www.pngdataco.com/,"Alotau, Papua New Guinea, Arawa, Papua New Guinea, Daru, Papua New Guinea, Kavieng, Papua New Guinea, Kerema, Papua New Guinea, Kimbe, Papua New Guinea, Kokopo, Papua New Guinea, Lae, Papua New Guinea, Lorengau, Papua New Guinea, Madang, Papua New Guinea, Popondetta, Papua New Guinea, Port Moresby, Papua New Guinea, Vanimo, Papua New Guinea, Wewak, Papua New Guinea"
pukpuk-1-cable-system,Pukpuk-1 Cable System,PNG DataCo Limited,134 km,2026 May,False,,,"Jayapura, Indonesia"
strategic-evolution-underwater-link-seul,Strategic Evolution Underwater Link (SEUL),Belize Telemedia,24 km,2017 July,False,,https://www.livedigi.com/,"Bomba, Belize, San Pedro, Belize"
labuan-brunei-submarine-cable,Labuan-Brunei Submarine Cable,Common Tower Technologies Sdn Bhd,52 km,2017 April,False,,http://www.cttsb.com.my,"Tungku, Brunei, Kiamsam, Malaysia"
marea,MAREA,"Meta, Microsoft, Telxius","6,605 km",2018 May,False,,http://www.telxius.com,"Bilbao, Spain, Virginia Beach, VA, United States"
brazilian-festoon,Brazilian Festoon,Embratel,"2,552 km",1996,False,,http://www.embratel.com.br,"Aracajú, Brazil, Atafona, Brazil, Ilhéus, Brazil, João Pessoa, Brazil, Macaé, Brazil, Maceió, Brazil, Natal, Brazil, Porto Seguro, Brazil, Recife, Brazil, Rio de Janeiro, Brazil, Salvador, Brazil, Sitio, Brazil, São Mateus, Brazil, Vitória, Brazil"
nationwide-submarine-cable-ooredoo-maldives-nascom,Nationwide Submarine Cable Ooredoo Maldives (NaSCOM),Ooredoo Maldives,"1,136 km",2016 December,False,,http://ooredoo.mv,"Eydhafushi, Maldives, Hithadhoo, Maldives, Hulhumale, Maldives, Kolhufushi, Maldives, Kulhudhufushi, Maldives, Thinadhoo, Maldives"
saba-statia-cable-system-sscs,"Saba, Statia Cable System (SSCS)",Government of the Netherlands,198 km,2013,False,,http://www.sscsbv.com,"Gallows Bay, Bonaire, Sint Eustatius and Saba, Great Level Bay, Bonaire, Sint Eustatius and Saba, Gustavia, Saint Barthélemy, Basseterre, Saint Kitts and Nevis, Great Bay Beach, Sint Maarten"
east-west-submarine-cable-system,East-West Submarine Cable System,Sacofa,950 km,2004,False,,https://www.sacofa.com.my,"Penarik, Indonesia, Terempa, Indonesia, Kuching, Malaysia, Mersing, Malaysia"
smpcs-packet-1,SMPCS Packet-1,Telkom Indonesia,"3,156 km",2015,False,,,"Ambon, Indonesia, Bandaneria, Indonesia, Fakfak, Indonesia, Kendari, Indonesia, Labuha, Indonesia, Manado, Indonesia, Masohi, Indonesia, Namlea, Indonesia, Sanana, Indonesia, Sofifi, Indonesia, Sorong, Indonesia, Ternate, Indonesia"
smpcs-packet-2,SMPCS Packet-2,Telkom Indonesia,"3,498 km",2015,False,,,"Biak, Indonesia, Fakfak, Indonesia, Jayapura, Indonesia, Kaimana, Indonesia, Manokwari, Indonesia, Merauke, Indonesia, Sarmi, Indonesia, Sorong, Indonesia, Timika, Indonesia, Tual, Indonesia, Waisai, Indonesia"
luwuk-tutuyan-cable-system-ltcs,Luwuk Tutuyan Cable System (LTCS),Telkom Indonesia,446 km,2015,False,,,"Luwuk, Indonesia, Tutuyan, Indonesia"
tarakan-selor-cable-system-tscs,Tarakan Selor Cable System (TSCS),Telkom Indonesia,83 km,2014,False,,,"Tanjung Selor, Indonesia, Tarakan, Indonesia"
sumatera-bangka-cable-system-sbcs,Sumatera Bangka Cable System (SBCS),Telkom Indonesia,57 km,2014,False,,,"Muntok, Indonesia, Palembang, Indonesia"
s-u-b-cable-system,S-U-B Cable System,Telkom Indonesia,"2,009 km",2008,False,,,"Banjarmasin, Indonesia, Makassar, Indonesia, Surabaya, Indonesia"
indigo-west,INDIGO-West,"Australia’s Academic and Research Network (AARNET), Google, Indosat Ooredoo, Singtel, Superloop, Telstra","4,600 km",2019 May,False,,,"Perth, WA, Australia, Jakarta, Indonesia, Tuas, Singapore"
junior,Junior,Google,390 km,2018 Q3,False,,https://cloud.google.com,"Rio de Janeiro, Brazil, Santos, Brazil"
skagerrak-4,Skagerrak 4,Statnett,137 km,2014 December,False,,,"Tjele, Denmark, Kristiansand, Norway"
atisa,Atisa,Docomo Pacific,279 km,2017 June,False,,http://atisa.docomopacific.com,"Piti, Guam, San Jose, Northern Mariana Islands, Sasanlagu, Northern Mariana Islands, Sugar Dock, Saipan, Northern Mariana Islands"
tui-samoa,Tui-Samoa,Samoa Submarine Cable Company,"1,693 km",2018 February,False,,http://ssccsamoa.com/,"Savusavu, Fiji, Suva, Fiji, Apia, Samoa, Tuasivi, Samoa, Leava, Wallis and Futuna, Mata-Utu, Wallis and Futuna"
bugio,BUGIO,Altice Portugal,73 km,1996 July,False,,,"Carcavelos, Portugal, Sesimbra, Portugal"
quintillion-subsea-cable-network,Quintillion Subsea Cable Network,Quintillion,"1,900 km",2017 December,False,,https://www.quintillionglobal.com/,"Kotzebue, AK, United States, Nome, AK, United States, Point Hope, AK, United States, Prudhoe Bay, AK, United States, Utqiaġvik, AK, United States, Wainwright, AK, United States"
arsat-submarine-fiber-optic-cable,ARSAT Submarine Fiber Optic Cable,ARSAT,40 km,2012 Q2,False,,http://www.arsat.com.ar/,"Cabo Espiritu Santo, Argentina, Punta Dungeness, Argentina"
balok,BALOK,XLSmart,60 km,2016 February,False,,,"Senggigi, Indonesia, Seraya, Indonesia"
pencan-9,Pencan-9,Telefonica,"1,398 km",2016,False,,,"Chipiona, Spain, Tarahales, Spain"
taba-aqaba,Taba-Aqaba,National Electric Power Company of Jordan,13 km,1998,False,,,"Taba, Egypt, Aqaba, Jordan"
tannat,Tannat,"Antel Uruguay, Google","2,000 km",2018 Q1,False,,,"Las Toninas, Argentina, Santos, Brazil, Maldonado, Uruguay"
south-atlantic-inter-link-sail,South Atlantic Inter Link (SAIL),"Camtel, China Unicom","5,800 km",2020,False,,,"Fortaleza, Brazil, Kribi, Cameroon"
brusa,BRUSA,Telxius,"11,000 km",2018 August,False,,http://www.telxius.com,"Fortaleza, Brazil, Rio de Janeiro, Brazil, San Juan, PR, United States, Virginia Beach, VA, United States"
ellalink,EllaLink,EllaLink,"6,200 km",2021 June,False,,https://www.ella.link/,"Fortaleza, Brazil, Praia, Cape Verde, Cayenne, French Guiana, Nouadhibou, Mauritania, Casablanca, Morocco, Funchal, Portugal, Sines, Portugal"
ellalink,EllaLink,EllaLink,"6,200 km",2021 June,False,,https://www.ella.link/,"Fortaleza, Brazil, Praia, Cape Verde, Cayenne, French Guiana, Nouadhibou, Mauritania, Casablanca, Morocco, Funchal, Portugal, Sines, Portugal"
gulf2africa-g2a,Gulf2Africa (G2A),"Golis Telecommunications, Telesom, Zain Omantel International","1,500 km",2017 December,False,,,"Salalah, Oman, Berbera, Somalia, Bosaso, Somalia"
nigeria-cameroon-submarine-cable-system-ncscs,Nigeria Cameroon Submarine Cable System (NCSCS),Camtel,"1,100 km",2015 December,False,,,"Kribi, Cameroon, Lagos, Nigeria"
san-andres-isla-tolu-submarine-cable-sait,San Andres Isla Tolu Submarine Cable (SAIT),Energía Integral Andina,826 km,2010 December,False,,,"San Andres, Colombia, Tolu, Colombia"
lynn-canal-fiber,Lynn Canal Fiber,Alaska Power & Telephone Company (AP&T),138 km,2016 October,False,,http://www.aptalaska.com,"Haines, AK, United States, Lena Point, AK, United States, Skagway, AK, United States"
hawaii-island-fibre-network-hifn,Hawaii Island Fibre Network (HIFN),"Hawaiian Telcom, Lumen",529 km,1997 June,False,,,"Kaunakakai, HI, United States, Kawaihae, HI, United States, Kihei, HI, United States, Koko Head, HI, United States, Lihue, HI, United States, Makaha, HI, United States, Manele Bay, HI, United States"
hawaii-inter-island-cable-system-hics,Hawaii Inter-Island Cable System (HICS),Hawaiian Telcom,479 km,1994 July,False,,,"Kawaihae, HI, United States, Kihei, HI, United States, Ko Olina, HI, United States, Koko Head, HI, United States, Lihue, HI, United States"
unisur,Unisur,"Antel Uruguay, Telxius",265 km,1995 March,False,,,"Las Toninas, Argentina, Maldonado, Uruguay"
transcan-3,TRANSCAN-3,Telefonica,210 km,2000,False,,,"Alta Vista, Canary Islands, Spain, Playa Blanca, Canary Islands, Spain"
northern-lights,Northern Lights,BT,67 km,2008,False,,,"Dunnet Head, United Kingdom, Skaill, United Kingdom"
jambi-batam-cable-system-jiba,Jambi-Batam Cable System (JIBA),"Indosat Ooredoo, Moratelindo, XLSmart",267 km,2014,False,,http://www.moratelindo.co.id,"Kuala Tungkal, Indonesia, Tanjung Pinggir, Indonesia"
segunda-fos-canal-de-chacao,Segunda FOS Canal de Chacao,Grupo Gtd,40 km,2015 January,False,,https://www.gtd.cl,"Linao, Chile, Meimen, Chile"
sistem-kabel-rakyat-1malaysia-skr1m,Sistem Kabel Rakyat 1Malaysia (SKR1M),"TIME dotCom, Telekom Malaysia","3,800 km",2017 September,False,,,"Bintulu, Malaysia, Cherating, Malaysia, Kota Kinabalu, Malaysia, Kuching, Malaysia, Mersing, Malaysia, Miri, Malaysia"
aqualink,Aqualink,One NZ,,2001 December,False,,,"Auckland, New Zealand, Christchurch, New Zealand, Kaikoura, New Zealand, New Plymouth, New Zealand, Oara, New Zealand, Paraparaumu, New Zealand, Raglan, New Zealand, Titahi Bay, New Zealand, Waikanae, New Zealand, Wellington, New Zealand, Whanganui, New Zealand"
bt-highlands-and-islands-submarine-cable-system,BT Highlands and Islands Submarine Cable System,BT,402 km,2014 December,False,,,"Achnaba, United Kingdom, Aikerness Bay, United Kingdom, Ardbeg Point, United Kingdom, Ardgour, United Kingdom, Ardmair, United Kingdom, Ardnacross, United Kingdom, Ardneil Bay, United Kingdom, Ardvasar, United Kingdom, Ardyne Point, United Kingdom, Balla, United Kingdom, Bay of Tuquoy, United Kingdom, Blackwaterfoot, United Kingdom, Branahuie Bay, United Kingdom, Calgary, United Kingdom, Coilleag, United Kingdom, Corran, United Kingdom, Corrie, United Kingdom, Craighouse, United Kingdom, Down Craig, United Kingdom, Duart Bay, United Kingdom, Dunvegan, United Kingdom, Feolin Ferry, United Kingdom, Ganavan Bay, United Kingdom, Glenbarr, United Kingdom, Holmar, United Kingdom, Kilchatten Bay, United Kingdom, Kilchoan Ferry, United Kingdom, Lagavulin, United Kingdom, Largs, United Kingdom, Leverburgh, United Kingdom, Lochmaddy, United Kingdom, Ludag, United Kingdom, Mallaig, United Kingdom, North Bay, United Kingdom, Ormsary, United Kingdom, Otter Ferry, United Kingdom, Port Askaig, United Kingdom, Portachur Point, United Kingdom, Scarinish, United Kingdom, Tobermory, United Kingdom"
c-lion1,C-Lion1,Cinia Oy,"1,172 km",2016 March,False,,https://www.cinia.fi/en/,"Hanko, Finland, Helsinki, Finland, Rostock, Germany"
far-east-submarine-cable-system,Far East Submarine Cable System,Rostelecom,"1,855 km",2016 Q2,False,,https://www.company.rt.ru/,"Okha, Russia, Ola, Russia, Ust-Bolsheretsk, Russia"
isles-of-scilly-cable,Isles of Scilly Cable,BT,,2014,False,,,"Porthcressa Beach, United Kingdom, Porthcurno, United Kingdom"
new-cross-pacific-ncp-cable-system,New Cross Pacific (NCP) Cable System,"China Mobile, China Telecom, China Unicom, Chunghwa Telecom, KT, Microsoft, Softbank","13,618 km",2018 May,False,,,"Chongming, China, Lingang, China, Nanhui, China, Maruyama, Japan, Busan, South Korea, Toucheng, Taiwan, Pacific City, OR, United States"
monet,Monet,"Algar Telecom, Angola Cables, Antel Uruguay, Google","10,556 km",2017 December,False,,,"Fortaleza, Brazil, Santos, Brazil, Boca Raton, FL, United States"
sea-us,SEA-US,"GTA TeleGuam, Globe Telecom, Hawaiian Telcom, Lightstorm Telecom, Telin","14,500 km",2017 August,False,,,"Piti, Guam, Kauditan, Indonesia, Magachgil, Yap, Micronesia, Ngeremlengui, Palau, Davao, Philippines, Hermosa Beach, CA, United States, Makaha, HI, United States"
faster,FASTER,"China Mobile, China Telecom, Google, KDDI, Singtel, TIME dotCom","11,629 km",2016 June,False,,,"Chikura, Japan, Shima, Japan, Tanshui, Taiwan, Bandon, OR, United States"
kerch-strait-cable,Kerch Strait Cable,Miranda Media,46 km,2014 April,False,,,"Ilyich, Russia, Kerch, Ukraine"
north-west-cable-system,North-West Cable System,Vocus Communications,"2,100 km",2016 September,False,,http://www.vocus.com.au,"Darwin, NT, Australia, Port Hedland, WA, Australia, Wurrumiyanga, NT, Australia"
terra-sw,TERRA SW,GCI Communication Corp,,2012,False,,https://www.gci.com/,"Fish Camp, AK, United States, Homer, AK, United States, Igiugig, AK, United States, Illiamna, AK, United States, Kokhanok, AK, United States, Newhalen, AK, United States, Nondalton, AK, United States, Pedro Bay, AK, United States, Pile Bay, AK, United States, Port Alsworth, AK, United States, Williamsport, AK, United States"
alaska-united-turnagain-arm-auta,Alaska United Turnagain Arm (AUTA),GCI Communication Corp,53 km,2012,False,,https://www.gci.com/,"McHugh Point, AK, United States, Portage, AK, United States"
acs-alaska-oregon-network-akorn,ACS Alaska-Oregon Network (AKORN),Alaska Communications,"3,000 km",2009 April,False,,https://www.alaskacommunications.com,"Anchorage, AK, United States, Florence, OR, United States, Homer, AK, United States, Nikiski, AK, United States"
adria-1,Adria-1,"ALBtelecom, Hrvatski Telekom",440 km,1996 September,False,,,"Durres, Albania, Dubrovnik, Croatia, Corfu, Greece"
africa-coast-to-europe-ace,Africa Coast to Europe (ACE),"Bayobab, Cable Consortium of Liberia, Canalink, Dolphin Telecom, GUILAB, Gambia Submarine Cable Company, International Mauritania Telecom, Orange, Orange Cameroun, Orange Cote d’Ivoire, Orange Mali, Republic of Cameroon, Republic of Equatorial Guinea, Republic of Gabon, Republic of Guinea Bissau, SBIN (Société Béninoise des Infrastructures Numériques du Bénin), STP Cabo, Sierra Leone Cable Company, Sonatel, Zamani Telecom","17,000 km",2012 December,False,,,"Cotonou, Benin, Abidjan, Côte d'Ivoire, Bata, Equatorial Guinea, Penmarch, France, Libreville, Gabon, Banjul, Gambia, Accra, Ghana, Conakry, Guinea, Suro, Guinea-Bissau, Monrovia, Liberia, Nouakchott, Mauritania, Lagos, Nigeria, Carcavelos, Portugal, Sao Tome, Sao Tome and Principe, Dakar, Senegal, Freetown, Sierra Leone, Duynefontein, South Africa, Granadilla de Abona, Spain"
alaska-united-east-au-east,Alaska United East (AU-East),GCI Communication Corp,"3,751 km",1999 February,False,,https://www.gci.com/,"Juneau, AK, United States, Lynnwood, WA, United States, Valdez, AK, United States, Whittier, AK, United States"
alaska-united-west-au-west,Alaska United West (AU-West),GCI Communication Corp,"2,485 km",2004 June,False,,https://www.gci.com/,"Ketchikan, AK, United States, Seward, AK, United States, Warrenton, OR, United States"
alba-1,ALBA-1,"Telecom Venezuela, Transbit","1,860 km",2012 August,False,,,"Santiago de Cuba, Cuba, Siboney, Cuba, Ocho Rios, Jamaica, La Guaira, Venezuela"
aletar,Aletar,"Liban Telecom, Syrian Telecommunications Establishment, Telecom Egypt",787 km,1997 April,False,,,"Alexandria, Egypt, Tartous, Syria"
alonso-de-ojeda,Alonso de Ojeda,"Setar, United Telecommunication Services (UTS)",122 km,1999,False,,,"Baby Beach, Aruba, Willemstad, Curaçao"
americas-i-north,Americas-I North,AT&T,"2,012 km",1994 September,False,,,"Magen’s Bay, VI, United States, Vero Beach, FL, United States"
amerigo-vespucci,Amerigo Vespucci,Antelecom,87 km,1999,False,,,"Willemstad, Curaçao, Kralendijk, Bonaire, Netherlands"
antillas-1,Antillas 1,"Altice Dominicana, Antelecom, Claro Dominicana (Codetel), Liberty Networks, Setar",601 km,1997 June,False,,,"Cacique, Dominican Republic, Punta Cana, Dominican Republic, Isla Verde, PR, United States"
seax-1,SEAX-1,SEAX,250 km,2018 May,False,,https://seax.net/,"Batam, Indonesia, Mersing, Malaysia, Tanah Merah, Singapore"
apollo,Apollo,Vodafone,"13,000 km",2003 February,False,,https://www.vodafone.com/business/solutions/by-business-type/carrier-and-infrastructure-provider/submarine-and-terrestrial-cables/apollo,"Lannion, France, Bude, United Kingdom, Manasquan, NJ, United States, Shirley, NY, United States"
arcos,ARCOS,"AT&T, Alestra, Bahamas Telecommunications Company, Belize Telemedia, CANTV, Claro Dominicana (Codetel), Enitel, Hondutel, ICE (Kolbi), InterNexa, Liberty Networks, Orbinet Overseas, RACSA, Telecomunicaciones Ultramarinas de Puerto Rico, Telepuerto San Isidro, Tigo Colombia, Tricom USA, United Telecommunication Services (UTS), Verizon","8,704 km",2001 December,False,,https://libertynet.com,"Cat Island, Bahamas, Crooked Island, Bahamas, Nassau, Bahamas, Belize City, Belize, Cartagena, Colombia, Riohacha, Colombia, Puerto Limon, Costa Rica, Willemstad, Curaçao, Puerto Plata, Dominican Republic, Punta Cana, Dominican Republic, Puerto Barrios, Guatemala, Puerto Cortes, Honduras, Puerto Lempira, Honduras, Trujillo, Honduras, Cancún, Mexico, Tulum, Mexico, Bluefields, Nicaragua, Puerto Cabezas, Nicaragua, Maria Chiquita, Panama, Ustupo, Panama, Providenciales, Turks and Caicos Islands, Isla Verde, PR, United States, North Miami Beach, FL, United States, Punto Fijo, Venezuela"
asia-america-gateway-aag-cable-system,Asia-America Gateway (AAG) Cable System,"AT&T, BT, Bharti Airtel, Eastern Telecom, Ezecom, Globe Telecom, Indosat Ooredoo, National Telecom, PLDT, Saigon Postel Corporation, Spark New Zealand, Starhub, Telekom Malaysia, Telkom Indonesia, Telstra, Unified National Networks (UNN), VNPT International, Viettel Corporation","20,000 km",2009 November,False,,https://asia-america-gateway.com/,"Tungku, Brunei, Lantau Island, China, Tanguisson Point, Guam, Mersing, Malaysia, La Union, Philippines, Changi North, Singapore, Sriracha, Thailand, Keawaula, HI, United States, Morro Bay, CA, United States, Vung Tau, Vietnam"
atlantic-crossing-1-ac-1,Atlantic Crossing-1 (AC-1),Colt,"14,301 km",1998 May,False,,,"Sylt, Germany, Beverwijk, Netherlands, Whitesands Bay, United Kingdom, Brookhaven, NY, United States"
atlas-offshore,Atlas Offshore,Maroc Telecom,"1,634 km",2007 July,False,,https://www.iam.ma,"Marseille, France, Asilah, Morocco"
australia-japan-cable-ajc,Australia-Japan Cable (AJC),"AT&T, NTT, Softbank, Telstra, Verizon","12,700 km",2001 December,False,,https://ajcable.com/,"Oxford Falls, NSW, Australia, Paddington, NSW, Australia, Tanguisson Point, Guam, Tumon Bay, Guam, Maruyama, Japan, Shima, Japan"
apcn-2,APCN-2,"AT&T, BT, China Telecom, China Unicom, Chunghwa Telecom, HKBN, KDDI, KT, LG Uplus, NTT, Orange, PCCW, PLDT, Singtel, Singtel Optus, Softbank, Starhub, Tata Communications, Telekom Malaysia, Telstra, Verizon, Vodafone","19,000 km",2001 December,False,,,"Chongming, China, Lantau Island, China, Shantou, China, Chikura, Japan, Kitaibaraki, Japan, Cherating, Malaysia, Batangas, Philippines, Katong, Singapore, Busan, South Korea, Tanshui, Taiwan"
australia-singapore-cable-asc,Australia-Singapore Cable (ASC),Vocus Communications,"4,600 km",2018 September,False,,https://www.australiasingaporecable.com,"Perth, WA, Australia, Flying Fish Cove, Christmas Island, Anyer, Indonesia, Tanah Merah, Singapore"
azores-fiber-optic-system-afos,Azores Fiber Optic System (AFOS),Altice Portugal,"1,100 km",1998 July,False,,,"Angra do Heroismo, Portugal, Faial, Portugal, Graciosa, Portugal, Ponta Delgada, Portugal, Sao Mateus, Portugal, Velas, Portugal, Vila do Porto, Portugal"
bahamas-2,Bahamas 2,Bermuda Telephone Company (BTC),476 km,1997 June,False,,,"Eight-Mile Rock, Bahamas, Nassau, Bahamas, Vero Beach, FL, United States"
bahamas-domestic-submarine-network-bdsni,Bahamas Domestic Submarine Network (BDSNi),Bahamas Telecommunications Company,"2,735 km",2006,False,,http://www.btcbahamas.com,"Cat Island, Bahamas, Clarence Town, Bahamas, Cockburn Town, Bahamas, Duncan Town, Bahamas, Fresh Creek, Bahamas, George Town, Bahamas, Governors Harbor, Bahamas, Hawksbill, Bahamas, Matthew Town, Bahamas, Mayaguana, Bahamas, Nassau, Bahamas, Port Nelson, Bahamas, Rock Sound, Bahamas, Sandy Point, Bahamas, Port-au-Prince, Haiti"
bahamas-internet-cable-system-bics,Bahamas Internet Cable System (BICS),Caribbean Crossings,"1,100 km",2001 July,False,,https://www.rev.bs/business-solutions/,"Caves Point, Bahamas, Crown Haven, Bahamas, Current, Bahamas, Hawksbill, Bahamas, Riding Point, Bahamas, Sandy Point, Bahamas, Boca Raton, FL, United States"
balalink,Balalink,IslaLink,274 km,2001 October,False,,http://www.islalink.es,"Palma, Spain, Valencia, Spain"
baltica,Baltica,"Arelion, Orange Polska, Slovak Telekom, TDC Group, Telenor, Ukrtelecom",437 km,1997 March,False,,,"Gedser, Denmark, Pedersker, Denmark, Kołobrzeg, Poland, Ystad, Sweden"
bass-strait-1,Bass Strait-1,Telstra,241 km,1995,False,,,"Boat Harbour, TAS, Australia, Sandy Point, VIC, Australia"
bass-strait-2,Bass Strait-2,Telstra,239 km,2003,False,,,"Inverloch, VIC, Australia, Stanley, TAS, Australia"
basslink,Basslink,Basslink Telecoms,298 km,2005 November,False,,,"Four Mile Bluff, TAS, Australia, McGaurans Beach, VIC, Australia"
batam-singapore-cable-system-bscs,Batam Singapore Cable System (BSCS),Telkom Indonesia,73 km,2009,False,,,"Batam, Indonesia, Changi North, Singapore"
sweden-latvia,Sweden-Latvia,Latvia State Radio and Television Centre,391 km,2005 January,False,,http://www.lvrtc.lv,"Ventspils, Latvia, Farosund, Sweden, Stockholm, Sweden"
bcs-east-west-interlink,BCS East-West Interlink,Arelion,218 km,1997 November,False,,,"Sventoji, Lithuania, Katthammarsvik, Sweden"
bcs-north---phase-1,BCS North - Phase 1,Arelion,513 km,1998,False,,,"Hanko, Finland, Haradsholm, Finland, Helsinki, Finland, Mariehamn, Finland, Stavsnas, Sweden"
bcs-north---phase-2,BCS North - Phase 2,Arelion,280 km,2000,False,,,"Helsinki, Finland, Kotka, Finland, Logi, Russia"
berytar,BERYTAR,"Lebanese Ministry of Telecommunications, Syrian Telecommunications Establishment",134 km,1997 April,False,,,"Beirut, Lebanon, Saida, Lebanon, Tripoli, Lebanon, Tartous, Syria"
bharat-lanka-cable-system,Bharat Lanka Cable System,"Bharat Sanchar Nigam Ltd. (BSNL), Sri Lanka Telecom",325 km,2006 June,False,,,"Tuticorine, India, Mt. Lavinia, Sri Lanka"
bicentenario,Bicentenario,"Antel Uruguay, Telecom Argentina",250 km,2011 December,False,,,"Las Toninas, Argentina, Maldonado, Uruguay"
botnia,Botnia,Arelion,93 km,1994,False,,,"Vaasa, Finland, Umeå, Sweden"
bt-mt-1,BT-MT-1,"BT, Manx Telecom",80 km,1990,False,,,"Groudle Bay, Isle of Man, Silecroft Beach, United Kingdom"
