id,name,owners,length,rfs_date,is_planned,notes,url,landing_points
piano-isole-minori,Piano Isole Minori,Infratel Italia,830 km,2024 December,False,,https://www.infratelitalia.it/,"Alicudi Porto, Italy, Cala d'Oliva, Italy, Canneto, Italy, Capraia Isola, Italy, Carloforte, Italy, Ditella, Italy, Filicudi Porto, Italy, Gaeta, Italy, Isola delle Femmine, Italy, Lampedusa, Italy, Levanzo, Italy, Linosa, Italy, Lipari, Italy, Malfa, Italy, Marettimo, Italy, Marsala, Italy, Pantelleria, Italy, Patti, Italy, Ponza, Italy, Portoferraio, Italy, Portoscuso, Italy, San Domino, Italy, San Nicola di Tremiti, Italy, Santo Stefano, Italy, Stintino, Italy, Stromboli, Italy, Torre Mileto, Italy, Trapani, Italy, Ustica, Italy, Ventotene, Italy, Vulcano Bleu, Italy"
east-micronesia-cable-system-emcs,East Micronesia Cable System (EMCS),"BwebwerikiNET Limited (BNL), Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC), Nauru Fibre Cable Corporation","2,250 km",2026 Q1,False,,https://www.eastmicronesiacable.com/,"Tarawa, Kiribati, Kosrae, Micronesia, Pohnpei, Micronesia, Yaren, Nauru"
energy-bridge-cable,Energy Bridge Cable,Miranda Media,13 km,2017 July,False,,,"Ilyich, Russia, Osoviny, Ukraine"
aurora,Aurora,GlobalConnect,500 km,2024 Q1,False,,https://www.globalconnectcarrier.com/,"Brondby, Denmark, Hasle, Denmark, Rønne, Denmark, Tejn, Denmark, Sassnitz, Germany, Borbby Strandbad, Sweden, Byxelkrok, Sweden, Farosund, Sweden, Klagshamn, Sweden, Näsby, Sweden, Uto, Sweden, Visby, Sweden"
tikal-amx3,TIKAL-AMX3,"América Móvil (Claro), Telxius","1,935 km",2026,True,,,"Puerto Barrios, Guatemala, Cancún, Mexico, Boca Raton, FL, United States"
connected-coast,Connected Coast,Connected Coast Network Partnership,,2024,False,,https://connectedcoast.ca/,"Addenbroke Island, BC, Canada, Ahousat, BC, Canada, Alert Bay, BC, Canada, Bamfield, BC, Canada, Bella Bella, BC, Canada, Bella Coola, BC, Canada, Blind Channel, BC, Canada, Bliss Landing, BC, Canada, Boat Bluff, BC, Canada, Bold Point, BC, Canada, Bonilla Island, BC, Canada, Bowser, BC, Canada, Butedale, BC, Canada, Campbell River, BC, Canada, Chatham Point, BC, Canada, Coal Harbour, BC, Canada, Comox, BC, Canada, Cousins Inlet, BC, Canada, Denman Island, BC, Canada, Dodge Cove, BC, Canada, Dryad Point, BC, Canada, Duncanby, BC, Canada, Eastbourne, BC, Canada, Echo Bay, BC, Canada, Edith Point, BC, Canada, Egg Island, BC, Canada, Elk Bay, BC, Canada, Esperanza, BC, Canada, Gabriola, BC, Canada, Gambier Harbour, BC, Canada, Gibsons, BC, Canada, Gillies Bay, BC, Canada, Gold River, BC, Canada, Granite Bay, BC, Canada, Haggard's Cove, BC, Canada, Harbledown Island, BC, Canada, Hartley Bay, BC, Canada, Heriot Bay, BC, Canada, Holberg, BC, Canada, Hornby Island, BC, Canada, Hot Springs Cove, BC, Canada, Hyde Creek, BC, Canada, Ivory Island, BC, Canada, Kaiete Point, BC, Canada, Kains Island, BC, Canada, Kingcome Inlet, BC, Canada, Kitamaat Village, BC, Canada, Kitimat, BC, Canada, Kitkatla, BC, Canada, Klemtu, BC, Canada, Kwakiutl (Cluxewe), BC, Canada, Kwikwasut'inuxw Haxwa’mis, BC, Canada, Kyuquot, BC, Canada, Lax Kw'alaams, BC, Canada, Lund, BC, Canada, Macoah, BC, Canada, Mansons Landing, BC, Canada, Martin Valley, BC, Canada, McInnes Island, BC, Canada, Metlakatla, BC, Canada, Mitchell Bay, BC, Canada, Nuchatlaht, BC, Canada, Ocean Falls, BC, Canada, Old Bella Bella, BC, Canada, Oona River, BC, Canada, Open Bay, BC, Canada, Opitsat, BC, Canada, Pine Island, BC, Canada, Port Alice, BC, Canada, Port Hardy, BC, Canada, Port Neville, BC, Canada, Powell River, BC, Canada, Prince Rupert, BC, Canada, Pulteney Point, BC, Canada, Qualicum Beach, BC, Canada, Quatsino, BC, Canada, Queens Cove, BC, Canada, Refuge Cove, BC, Canada, Ridley Island, BC, Canada, Salmon Beach, BC, Canada, Saltery Bay, BC, Canada, Sarita, BC, Canada, Sayward, BC, Canada, Scarlett Point, BC, Canada, Seaford, BC, Canada, Shawl Bay, BC, Canada, Shearwater, BC, Canada, Smith Island, BC, Canada, Snaw-naw-as, BC, Canada, Squirrel Cove, BC, Canada, Stories Beach, BC, Canada, Surge Narrows, BC, Canada, Tahsis, BC, Canada, Telegraph Cove, BC, Canada, Tlell, BC, Canada, Tofino, BC, Canada, Tom Island, BC, Canada, Toquaht Bay, BC, Canada, Uchucklesaht, BC, Canada, Ucluelet, BC, Canada, Van Anda, BC, Canada, Vancouver, BC, Canada, Whaletown, BC, Canada, Williams Beach, BC, Canada, Winter Harbour, BC, Canada, Wuikinuxv, BC, Canada, Yuquot, BC, Canada, Zeballos, BC, Canada"
connected-coast,Connected Coast,Connected Coast Network Partnership,,2024,False,,https://connectedcoast.ca/,"Addenbroke Island, BC, Canada, Ahousat, BC, Canada, Alert Bay, BC, Canada, Bamfield, BC, Canada, Bella Bella, BC, Canada, Bella Coola, BC, Canada, Blind Channel, BC, Canada, Bliss Landing, BC, Canada, Boat Bluff, BC, Canada, Bold Point, BC, Canada, Bonilla Island, BC, Canada, Bowser, BC, Canada, Butedale, BC, Canada, Campbell River, BC, Canada, Chatham Point, BC, Canada, Coal Harbour, BC, Canada, Comox, BC, Canada, Cousins Inlet, BC, Canada, Denman Island, BC, Canada, Dodge Cove, BC, Canada, Dryad Point, BC, Canada, Duncanby, BC, Canada, Eastbourne, BC, Canada, Echo Bay, BC, Canada, Edith Point, BC, Canada, Egg Island, BC, Canada, Elk Bay, BC, Canada, Esperanza, BC, Canada, Gabriola, BC, Canada, Gambier Harbour, BC, Canada, Gibsons, BC, Canada, Gillies Bay, BC, Canada, Gold River, BC, Canada, Granite Bay, BC, Canada, Haggard's Cove, BC, Canada, Harbledown Island, BC, Canada, Hartley Bay, BC, Canada, Heriot Bay, BC, Canada, Holberg, BC, Canada, Hornby Island, BC, Canada, Hot Springs Cove, BC, Canada, Hyde Creek, BC, Canada, Ivory Island, BC, Canada, Kaiete Point, BC, Canada, Kains Island, BC, Canada, Kingcome Inlet, BC, Canada, Kitamaat Village, BC, Canada, Kitimat, BC, Canada, Kitkatla, BC, Canada, Klemtu, BC, Canada, Kwakiutl (Cluxewe), BC, Canada, Kwikwasut'inuxw Haxwa’mis, BC, Canada, Kyuquot, BC, Canada, Lax Kw'alaams, BC, Canada, Lund, BC, Canada, Macoah, BC, Canada, Mansons Landing, BC, Canada, Martin Valley, BC, Canada, McInnes Island, BC, Canada, Metlakatla, BC, Canada, Mitchell Bay, BC, Canada, Nuchatlaht, BC, Canada, Ocean Falls, BC, Canada, Old Bella Bella, BC, Canada, Oona River, BC, Canada, Open Bay, BC, Canada, Opitsat, BC, Canada, Pine Island, BC, Canada, Port Alice, BC, Canada, Port Hardy, BC, Canada, Port Neville, BC, Canada, Powell River, BC, Canada, Prince Rupert, BC, Canada, Pulteney Point, BC, Canada, Qualicum Beach, BC, Canada, Quatsino, BC, Canada, Queens Cove, BC, Canada, Refuge Cove, BC, Canada, Ridley Island, BC, Canada, Salmon Beach, BC, Canada, Saltery Bay, BC, Canada, Sarita, BC, Canada, Sayward, BC, Canada, Scarlett Point, BC, Canada, Seaford, BC, Canada, Shawl Bay, BC, Canada, Shearwater, BC, Canada, Smith Island, BC, Canada, Snaw-naw-as, BC, Canada, Squirrel Cove, BC, Canada, Stories Beach, BC, Canada, Surge Narrows, BC, Canada, Tahsis, BC, Canada, Telegraph Cove, BC, Canada, Tlell, BC, Canada, Tofino, BC, Canada, Tom Island, BC, Canada, Toquaht Bay, BC, Canada, Uchucklesaht, BC, Canada, Ucluelet, BC, Canada, Van Anda, BC, Canada, Vancouver, BC, Canada, Whaletown, BC, Canada, Williams Beach, BC, Canada, Winter Harbour, BC, Canada, Wuikinuxv, BC, Canada, Yuquot, BC, Canada, Zeballos, BC, Canada"
haikou-beihai-cable,Haikou-Beihai Cable,China Telecom,198 km,1999,False,,,"Beihai, China, Lingao, China"
ningbo-zhoushan-cable,Ningbo-Zhoushan Cable,China Telecom,35 km,1999 July,False,,,"Mamu, China, Xiepu, China"
dalian-yantai-cable,Dalian-Yantai Cable,China Telecom,146 km,1998 March,False,,,"Dalian, China, Yantai, China"
petropavlovsk-kamchatsky---anadyr,Petropavlovsk-Kamchatsky - Anadyr,Rostelecom,"2,173 km",2022 December,False,,https://www.company.rt.ru/,"Anadyr, Russia, Petropavlovsk-Kamchatsky, Russia, Ugolnye Kopi, Russia"
cadmos-2,CADMOS-2,"Cyta, Lebanese Ministry of Telecommunications",250 km,2026,True,,,"Pentaskhinos, Cyprus, Beirut, Lebanon"
norfest,Norfest,Tampnet,749 km,2023 December,False,,https://www.tampnet.com/norfest,"Arendal, Norway, Drøbak, Norway, Egersund, Norway, Kristiansand, Norway, Larvik, Norway, Lista, Norway, Moss, Norway, Oslo, Norway, Stavanger, Norway, Capri Strand, Sweden"
arimao,ARIMAO,"Empresa de Telecomunicaciones de Cuba, Orange","2,470 km",2023,False,,,"Cienfuegos, Cuba, Schoelcher, Martinique"
eastern-light-sweden-finland-ii,Eastern Light Sweden-Finland II,Eastern Light,,2027,True,,https://easternlight.se/,"Espoo, Finland, Hanko, Finland, Kökar, Finland, Kista, Sweden"
timor-leste-south-submarine-cable-tlssc,Timor-Leste South Submarine Cable (TLSSC),Government of Timor-Leste,607 km,2025,False,,,"Dili, Timor-Leste"
medloop,Medloop,SIPARTECH Sarl,"1,360 km",2023,False,,https://www.sipartech.com/,"Ajaccio, France, Marseille, France, Genoa, Italy, Barcelona, Spain"
medloop,Medloop,SIPARTECH Sarl,"1,360 km",2023,False,,https://www.sipartech.com/,"Ajaccio, France, Marseille, France, Genoa, Italy, Barcelona, Spain"
asia-link-cable-alc,Asia Link Cable (ALC),"China Telecom, China Unicom, DITO Telecommunity, FPT Telecom, Globe Telecom, Matrix NAP Info, Singtel, TIME dotCom, Telekom Malaysia, Unified National Networks (UNN), VNPT, Viettel Corporation","7,200 km",2027 Q1,True,,,"Tungku, Brunei, Chung Hom Kok, China, Lingshui, China, Kuala Sedili, Malaysia, Bauang, Philippines, Luna, Philippines, Changi, Singapore, Danang, Vietnam"
manta,MANTA,"Gold Data, Liberty Networks, Sparkle","5,600 km",2028 Q1,True,,,"Cartagena, Colombia, Cancún, Mexico, Veracruz, Mexico, Maria Chiquita, Panama, North Miami Beach, FL, United States, San Blas, FL, United States"
taiwan-penghu-kinmen-matsu-no-3-tpkm3,Taiwan Penghu Kinmen Matsu No.3 (TPKM3),Chunghwa Telecom,510 km,2013,False,,,"Beigan, Taiwan, Dongyin, Taiwan, Huxi Township, Taiwan, Jincheng Township, Taiwan, Magong, Taiwan, Nangan, Taiwan, Tainan, Taiwan, Taoyuan, Taiwan, Xiju, Taiwan, Xiyu Township, Taiwan"
unitirreno,Unitirreno,"Azimut, Unidata","1,156 km",2025 October,False,,http://www.unitirreno.com/,"Fiumicino, Italy, Genoa, Italy, Mazara del Vallo, Italy, Olbia, Italy"
kochi-lakshadweep-islands-kli-sofc,Kochi-Lakshadweep Islands (KLI-SOFC),Bharat Sanchar Nigam Ltd. (BSNL),"1,989 km",2024 January,False,,http://www.bsnl.co.in,"Agatti, India, Amini, India, Andrott, India, Bangaram, India, Bitra, India, Chetlat, India, Kadmat, India, Kalpeni, India, Kavaratti, India, Kiltan, India, Kochi, India, Minicoy, India"
sagres,Sagres,Altice Portugal,302 km,1998 July,False,,,"Burgau, Portugal, Sesimbra, Portugal"
continente-madeira,Continente-Madeira,Altice Portugal,"1,179 km",2000 February,False,,https://altice.net/altice-international,"Carcavelos, Portugal, Funchal, Portugal"
almera-melilla-alme,Almería-Melilla (ALME),Telefonica,198 km,1990,False,,https://www.telefonica.com/,"Almería, Spain, Melilla, Spain"
roquetas-melilla-cam,Roquetas-Melilla (CAM),Telefonica,181 km,2014 January,False,,https://www.telefonica.com/,"Melilla, Spain, Roquetas de Mar, Spain"
philippine-domestic-submarine-cable-network-pdscn,Philippine Domestic Submarine Cable Network (PDSCN),"Eastern Telecom, Globe Telecom, Infinivan Inc.","2,500 km",2023 April,False,,,"Baclayon, Philippines, Bacolod, Philippines, Boac, Philippines, Boracay, Philippines, Bulan, Philippines, Cagayan de Oro, Philippines, Cagdianao, Philippines, Calatrava, Philippines, Calbayog, Philippines, Camiguin Island, Philippines, Caticlan, Philippines, Dipolog City, Philippines, Ilijan, Philippines, Iloilo City, Philippines, Kinoguitan, Philippines, Liloan, Philippines, Liloy, Philippines, Lucena, Philippines, Maasin, Philippines, Palanas, Philippines, Palompon, Philippines, Pasacao, Philippines, Pinamalayan, Philippines, Placer, Philippines, Roxas City, Philippines, San Carlos, Philippines, Siargao Island, Philippines, Surigao City, Philippines, Tagbilaran, Philippines, Talisay, Philippines, Toledo, Philippines, Zamboanga, Philippines, Zamboanguita, Philippines"
groix-4,Groix 4,Orange,7 km,2022,False,Groix 4 is a hybrid cable that contains a power cable owned by Enedis alongside 24 fiber pairs operated by Orange.,,"Petit Perello, France, Port Nâl, France"
thetis,Thetis,Vodafone,660 km,2022,False,,https://www.vodafone.gr/,"Aethos, Greece, Agios Sostis, Greece, Baxedes, Greece, Ermoupoli, Greece, Filizi, Greece, Kalafati, Greece, Kardamena, Greece, Kavos, Greece, Kochilari, Greece, Kontokali, Greece, Kremasti, Greece, Mykonos, Greece, Naousa, Greece, Naxos, Greece, Perivolos, Greece, Pirgaki, Greece, Plataria, Greece, Plimmiri, Greece, Sitia, Greece, Tinos, Greece"
juno,JUNO,Seren Juno,"11,710 km",2025 May,False,,https://seren-juno.com/,"Minamiboso, Japan, Shima, Japan, Grover Beach, CA, United States"
vodafone-greece-domestic,Vodafone Greece Domestic,Vodafone,92 km,2008,False,,https://www.vodafone.gr/,"Porto Rafti, Greece, Syros, Greece"
apocs-1,APOCS 1,Bell Canada,,1991,False,,https://www.bce.ca/,"Cape Ray, NL, Canada, Sydney Mines, NS, Canada"
apocs-2,APOCS 2,Bell Canada,,1995,False,,https://www.bce.ca/,"Aylesford, NS, Canada, Codroy, NL, Canada, Dingwall, NS, Canada, St. Martins, NB, Canada"
unitel-north-submarine-cable-unsc,Unitel North Submarine Cable (UNSC),Unitel (Angola),"1,145 km",2023 January,False,,http://www.unitel.ao,"Cabinda, Angola, Cacongo, Angola, N'zeto, Angola, Soyo, Angola"
romulo,Romulo,Red Electrica,237 km,2011,False,"Romulo is a power cable, which has optical fiber attached to it.",https://www.ree.es/,"Sagunto, Spain, Santa Ponsa, Spain"
penbal-4,Penbal-4,Telefonica,317 km,1991,False,,,"Ibiza, Spain, Mallorca, Spain, Valencia, Spain"
trans-adriatic-express-tae,Trans Adriatic Express (TAE),"EXA Infrastructure, TAP AG",106 km,2023 May,False,,https://exainfra.net/,"Seman, Albania, San Foca, Italy"
olisipo,Olisipo,EllaLink,110 km,2026 Q2,True,,https://www.ella.link/,"Carcavelos, Portugal, Sines, Portugal"
carnival-submarine-network-1-csn-1,Carnival Submarine Network-1 (CSN-1),Telconet,"4,670 km",2026 Q4,True,,https://www.telconet.net/,"Barranquilla, Colombia, Ancon, Ecuador, Cancún, Mexico, Cristóbal, Panama, Panama City, Panama, Naples, FL, United States"
sea-h2x,SEA-H2X,"China Mobile, China Unicom, Converge ICT","6,000 km",2026,False,,,"Lingshui, China, Tseung Kwan O, China, Kuching, Malaysia, La Union, Philippines, Tuas, Singapore, Songkhla, Thailand"
hronn,Hronn,Shefa,270 km,2022 September,False,,https://www.shefa.fo/cables/,"Fano, Denmark, TotalEnergies Halfdan, Denmark, TotalEnergies Tyra, Denmark"
cook-strait,Cook Strait,Transpower NZ,40 km,2020,False,,https://www.transpower.co.nz/,"Fighting Bay, New Zealand, Oteranga Bay, New Zealand"
minoas-east-and-west,Minoas East and West,Grid Telecom,270 km,2021,False,"Minoas East and West are fiber optic cables attached to power cables. Minoas East was RFS in December, 2021. Minoas West was RFS in May, 2021. Each leg is 135 km in length, for a total of 270 km of fiber optic cable.",https://www.grid-telecom.com/,"Neapoli, Greece, Nopigeia, Greece"
apollo-east-and-west,Apollo East and West,Grid Telecom,670 km,2025 May,False,"Apollo East and West are fiber optic cables in parallel (but not attached) to power cables. Each leg is 335 km in length, for a total of 670 km. The cables extend terrestrially to Athens and Pachi in Greece.",https://www.grid-telecom.com/,"Korakia, Greece, Pachi, Greece"
seamewe-6,SeaMeWe-6,"Bahrain Telecommunications Company (Batelco), Bangladesh Submarine Cable Company Limited (BSCCL), Bharti Airtel, China Unicom, Dhiraagu, Djibouti Telecom, Microsoft, Mobily, Orange, PCCW, Singtel, Sri Lanka Telecom, Telecom Egypt, Telekom Malaysia, Telin, Transworld","21,700 km",2027,True,"SeaMeWe-6's branch into the Gulf extends to Bahrain. The landings in Bahrain, Oman, Qatar, and the United Arab Emirates along with additional fiber pairs on the trunk from Bahrain to Oman are fully owned by Batelco, which the company refers to as Al Khaleej.  Airtel has privately owned pairs extending from Singapore to Chennai and Mumbai.",,"Manama, Bahrain, Cox’s Bazar, Bangladesh, Djibouti City, Djibouti, Port Said, Egypt, Ras Ghareb, Egypt, Marseille, France, Chennai, India, Mumbai, India, Morib, Malaysia, Hulhumale, Maldives, Muscat, Oman, Karachi, Pakistan, Doha, Qatar, Yanbu, Saudi Arabia, Tuas, Singapore, Matara, Sri Lanka, Abu Dhabi, United Arab Emirates"
biznet-nusantara-cable-system-1-bncs-1,Biznet Nusantara Cable System-1 (BNCS-1),Biznet,105 km,2024 Q1,False,,https://www.biznetnetworks.com/,"Anyer, Indonesia, Kalianda, Indonesia, Muntok, Indonesia, Sungsang, Indonesia"
hokkaido-akita-cable,Hokkaido-Akita Cable,"KDDI, NTT, Rakuten, Softbank",770 km,2023 Q4,False,,,"Akita, Japan, Sapporo, Japan"
topaz,Topaz,Google,,2023,False,,https://cloud.google.com,"Port Alberni, BC, Canada, Vancouver, BC, Canada, Shima, Japan, Takahagi, Japan, Toucheng, Taiwan"
topaz,Topaz,Google,,2023,False,,https://cloud.google.com,"Port Alberni, BC, Canada, Vancouver, BC, Canada, Shima, Japan, Takahagi, Japan, Toucheng, Taiwan"
medusa-submarine-cable-system,Medusa Submarine Cable System,AFRIX Telecom,"8,760 km",2026,False,Orange Tunisie owns the Tunisia branch.,https://medusascs.com/,"Algiers, Algeria, Collo, Algeria, Yeroskipos, Cyprus, Port Said, Egypt, Marseille, France, Athens, Greece, Mazara del Vallo, Italy, Benghazi, Libya, Misuratah, Libya, Mellieha, Malta, Nador, Morocco, Tétouan, Morocco, Carcavelos, Portugal, Barcelona, Spain, Manilva, Spain, Zahara de los Atunes, Spain, Tartous, Syria, Bizerte, Tunisia"
medusa-submarine-cable-system,Medusa Submarine Cable System,AFRIX Telecom,"8,760 km",2026,False,Orange Tunisie owns the Tunisia branch.,https://medusascs.com/,"Algiers, Algeria, Collo, Algeria, Yeroskipos, Cyprus, Port Said, Egypt, Marseille, France, Athens, Greece, Mazara del Vallo, Italy, Benghazi, Libya, Misuratah, Libya, Mellieha, Malta, Nador, Morocco, Tétouan, Morocco, Carcavelos, Portugal, Barcelona, Spain, Manilva, Spain, Zahara de los Atunes, Spain, Tartous, Syria, Bizerte, Tunisia"
saudi-vision,Saudi Vision,center3,"1,071 km",2023 May,False,,https://center3.com/,"Duba, Saudi Arabia, Haql, Saudi Arabia, Jeddah, Saudi Arabia, Yanbu, Saudi Arabia"
scotland-northern-ireland-4,Scotland-Northern Ireland 4,BT,85 km,2022,False,,,"Girvan, United Kingdom, Larne, United Kingdom"
scotland-northern-ireland-3,Scotland-Northern Ireland 3,BT,42 km,2022,False,,,"Donaghadee, United Kingdom, Portpatrick, United Kingdom"
hawaiki-nui-1,Hawaiki Nui 1,BW Digital,"10,000 km",2027,True,,https://www.bw-digital.com/,"Brisbane, QLD, Australia, Darwin, NT, Australia, Sydney, NSW, Australia, Batam, Indonesia, Jakarta, Indonesia, Port Moresby, Papua New Guinea, Changi, Singapore, Honiara, Solomon Islands, Dili, Timor-Leste"
blue,Blue,"Google, Sparkle, Zain Omantel International","5,055 km",2023,False,,,"Yeroskipos, Cyprus, Bastia, France, Marseille, France, Chania, Greece, Tel Aviv, Israel, Genoa, Italy, Golfo Aranci, Italy, Palermo, Italy, Rome, Italy, Aqaba, Jordan"
raman,Raman,"Google, Sparkle, Zain Omantel International","7,376 km",2026,True,,,"Djibouti City, Djibouti, Mumbai, India, Aqaba, Jordan, Barka, Oman, Salalah, Oman, Duba, Saudi Arabia"
kingisepp-kaliningrad-system-baltika,Kingisepp-Kaliningrad System (Baltika),Rostelecom,"1,115 km",2021,False,,https://www.company.rt.ru/en/,"Kingisepp, Russia, Zelenogradsk, Russia"
deep-blue-one,Deep Blue One,Digicel,"2,250 km",2024 May,False,,https://www.digicelgroup.com/,"Cayenne, French Guiana, Georgetown, Guyana, Paramaribo, Suriname, Chaguaramas, Trinidad and Tobago, Rockly Bay, Trinidad and Tobago"
apricot,Apricot,"Chunghwa Telecom, Google, Meta, NTT, PLDT","11,972 km",2025 Q4,False,,,"Agat, Guam, Batam, Indonesia, Tanjung Pakis, Indonesia, Minamiboso, Japan, Baler, Philippines, Davao, Philippines, Tuas, Singapore, Toucheng, Taiwan"
apricot,Apricot,"Chunghwa Telecom, Google, Meta, NTT, PLDT","11,972 km",2025 Q4,False,,,"Agat, Guam, Batam, Indonesia, Tanjung Pakis, Indonesia, Minamiboso, Japan, Baler, Philippines, Davao, Philippines, Tuas, Singapore, Toucheng, Taiwan"
scylla,Scylla,euNetworks,204 km,2021 August,False,,http://www.eunetworks.com,"Ijmuiden, Netherlands, Lowestoft, United Kingdom"
polar-express,Polar Express,Russian Government,"12,650 km",2022 October,False,The first phase linking Teriberka and Amderma was completed in October 2022. The remaining portions are scheduled to be in service between 2026 and 2028.,https://xn--e1ahdckegffejda6k5a1a.xn--p1ai/en/,"Amderma, Russia, Anadyr, Russia, Dikson, Russia, Nahodka, Russia, Petropavlovsk-Kamchatsky, Russia, Pevek, Russia, Teriberka, Russia, Tiksi, Russia, Vladivostok, Russia, Yuzhno-Sakhalinsk, Russia"
polar-express,Polar Express,Russian Government,"12,650 km",2022 October,False,The first phase linking Teriberka and Amderma was completed in October 2022. The remaining portions are scheduled to be in service between 2026 and 2028.,https://xn--e1ahdckegffejda6k5a1a.xn--p1ai/en/,"Amderma, Russia, Anadyr, Russia, Dikson, Russia, Nahodka, Russia, Petropavlovsk-Kamchatsky, Russia, Pevek, Russia, Teriberka, Russia, Tiksi, Russia, Vladivostok, Russia, Yuzhno-Sakhalinsk, Russia"
darwin-jakarta-singapore-cable-djsc,Darwin-Jakarta-Singapore Cable (DJSC),Vocus Communications,"1,000 km",2023 July,False,,https://www.vocus.com.au/,"Port Hedland, WA, Australia"
zeus,Zeus,Zayo,,2022 July,False,,https://zayoeurope.com/,"Zandvoort, Netherlands, Lowestoft, United Kingdom"
india-asia-xpress-iax,India Asia Xpress (IAX),"China Mobile, Reliance Jio Infocomm","5,791 km",2024 Q4,False,The cable has other owners besides Reliance Jio and China Mobile who have yet to be disclosed.,,"Chennai, India, Digha, India, Machilipatnam, India, Mumbai, India, Morib, Malaysia, Hulhumale, Maldives, Tuas, Singapore, Matara, Sri Lanka, Satun, Thailand"
india-asia-xpress-iax,India Asia Xpress (IAX),"China Mobile, Reliance Jio Infocomm","5,791 km",2024 Q4,False,The cable has other owners besides Reliance Jio and China Mobile who have yet to be disclosed.,,"Chennai, India, Digha, India, Machilipatnam, India, Mumbai, India, Morib, Malaysia, Hulhumale, Maldives, Tuas, Singapore, Matara, Sri Lanka, Satun, Thailand"
india-europe-xpress-iex,India Europe Xpress (IEX),"China Mobile, Reliance Jio Infocomm","9,775 km",2026 Q3,True,The cable has other owners besides Reliance Jio and China Mobile who have yet to be disclosed.,,"Djibouti City, Djibouti, Sidi Kerir, Egypt, Zafarana, Egypt, Marseille, France, Tympaki, Greece, Mumbai, India, Savona, Italy, Salalah, Oman, Jeddah, Saudi Arabia, Neom, Saudi Arabia, Yanbu, Saudi Arabia"
firmina,Firmina,Google,"14,517 km",2025,False,,https://cloud.google.com,"Las Toninas, Argentina, Praia Grande, Brazil, Myrtle Beach, SC, United States, Punta del Este, Uruguay"
ionian,Ionian,IslaLink,320 km,2023 April,False,,http://www.islalink.com/,"Preveza, Greece, Crotone, Italy"
sape-labuan-bajo-ende-kupang,Sape-Labuan Bajo-Ende-Kupang,Moratelindo,474 km,2021 Q1,False,,http://moratelindo.co.id,"Ende, Indonesia, Kupang, Indonesia, Labuan Bajo, Indonesia, Sape, Indonesia"
kupang-alor-cable-systems,Kupang-Alor Cable Systems,Moratelindo,273 km,2019,False,,http://moratelindo.co.id,"Alor, Indonesia, Kupang, Indonesia"
denpasar-waingapu-cable-systems,Denpasar-Waingapu Cable Systems,Moratelindo,814 km,2019,False,,http://www.moratelindo.co.id,"Lombok, Indonesia, Padang Galak, Indonesia, Sumbawa Besar, Indonesia, Waingapu, Indonesia"
bifrost,Bifrost,"Keppel T&T, Meta, Telin","19,888 km",2025 December,False,,,"Alupang, Guam, Jakarta, Indonesia, Manado, Indonesia, Rosarito, Mexico, Davao, Philippines, Tuas, Singapore, Grover Beach, CA, United States, Winema, OR, United States"
bifrost,Bifrost,"Keppel T&T, Meta, Telin","19,888 km",2025 December,False,,,"Alupang, Guam, Jakarta, Indonesia, Manado, Indonesia, Rosarito, Mexico, Davao, Philippines, Tuas, Singapore, Grover Beach, CA, United States, Winema, OR, United States"
echo,Echo,"Google, Meta","17,184 km",2025,False,,,"Agat, Guam, Piti, Guam, Tanjung Pakis, Indonesia, Ngeremlengui, Palau, Changi North, Singapore, Eureka, CA, United States"
echo,Echo,"Google, Meta","17,184 km",2025,False,,,"Agat, Guam, Piti, Guam, Tanjung Pakis, Indonesia, Ngeremlengui, Palau, Changi North, Singapore, Eureka, CA, United States"
echo,Echo,"Google, Meta","17,184 km",2025,False,,,"Agat, Guam, Piti, Guam, Tanjung Pakis, Indonesia, Ngeremlengui, Palau, Changi North, Singapore, Eureka, CA, United States"
jamaica-submarine-cable-festoon-system-jscfs,Jamaica Submarine Cable Festoon System (JSCFS),CW Jamaica,342 km,1997,False,,,"Black River, Jamaica, Bull Bay, Jamaica, Montego Bay, Jamaica, Negril, Jamaica"
kafos,KAFOS,Turk Telekom International,538 km,1997 June,False,,,"Varna, Bulgaria, Mangalia, Romania, Igneada, Turkey, Istanbul, Turkey"
jakarta-bangka-batam-singapore-b2js,Jakarta-Bangka-Batam-Singapore (B2JS),Triasmitra,759 km,2013 Q2,False,,,"Batam, Indonesia, Batu Prahu, Indonesia, Jakarta, Indonesia, Pesaren, Indonesia, Tanah Merah, Singapore"
maroc-telecom-west-africa,Maroc Telecom West Africa,Maroc Telecom,"8,600 km",2021 July,False,,http://www.iam.ma,"Cotonou, Benin, Abidjan, Côte d'Ivoire, Libreville, Gabon, Casablanca, Morocco, Dakhla, Morocco, Lome, Togo"
africa-1,Africa-1,"G42, Mobily, Pakistan Telecommunications Company Ltd., TeleYemen, Telecom Egypt, Zain Omantel International, e&","10,000 km",2027,True,,,"Bejaia, Algeria, Djibouti City, Djibouti, Ras Ghareb, Egypt, Sidi Kerir, Egypt, Marseille, France, Mombasa, Kenya, Karachi, Pakistan, Duba, Saudi Arabia, Berbera, Somalia, Kalba, United Arab Emirates, Al Hudaydah, Yemen"
