id,name,longitude,latitude
greve-de-lecq-jersey,"Greve de Lecq, Jersey",-2.201437877011841,49.24794670647614
havelet-bay-guernsey,"Havelet Bay, Guernsey",-2.529513816474767,49.4509894968767
new-victoria-ns-canada,"New Victoria, NS, Canada",-60.12957066830409,46.25290729969465
rose-blanche-nl-canada,"Rose Blanche, NL, Canada",-58.68660294051598,47.61768929491325
lancresse-bay-guernsey,"L'Ancresse Bay, Guernsey",-2.533468891797979,49.503393052866365
saints-bay-guernsey,"Saints Bay, Guernsey",-2.55802942127399,49.42332555697762
pembroke-guernsey,"Pembroke, Guernsey",-2.537619279482766,49.50954423335227
malabo-equatorial-guinea,"Malabo, Equatorial Guinea",8.783368794372972,3.749792920040749
palma-spain,"Palma, Spain",2.60524817101164,39.55232558289561
santa-cruz-de-la-palma-canary-islands-spain,"Santa Cruz de La Palma, Canary Islands, Spain",-17.76524521083967,28.663181918946645
granadilla-de-abona-spain,"Granadilla de Abona, Spain",-16.518053538916995,28.059115806261115
nukualofa-tonga,"Nuku'alofa, Tonga",-175.2000320590245,-21.133285523298625
fresh-creek-bahamas,"Fresh Creek, Bahamas",-77.84460938833539,24.689806158505295
port-nelson-bahamas,"Port Nelson, Bahamas",-74.84054657503567,23.652143168499897
george-town-bahamas,"George Town, Bahamas",-75.78800684134592,23.516551982193732
clarence-town-bahamas,"Clarence Town, Bahamas",-74.96618125165993,23.09834303441083
tidore-indonesia,"Tidore, Indonesia",127.40408554359549,0.674004693399349
luwuk-indonesia,"Luwuk, Indonesia",122.79278509934603,-0.938827229844351
salakan-indonesia,"Salakan, Indonesia",123.3401968209294,-1.301013030053515
bangga-indonesia,"Bangga, Indonesia",123.5275341004328,-1.600278223931106
taliabu-indonesia,"Taliabu, Indonesia",124.7740581098555,-1.826840253714747
sanana-indonesia,"Sanana, Indonesia",125.93699673914386,-2.201449043927759
kendari-indonesia,"Kendari, Indonesia",122.51297572725252,-3.998447236539088
wawonii-indonesia,"Wawonii, Indonesia",123.12388838041427,-4.136148734803371
raha-indonesia,"Raha, Indonesia",122.72108104857878,-4.832382529604614
buranga-indonesia,"Buranga, Indonesia",122.85611021090891,-4.792266637754579
lakudo-indonesia,"Lakudo, Indonesia",122.55989952213733,-5.38911765238875
baubau-indonesia,"Baubau, Indonesia",122.59688680062212,-5.507063767817269
ijmuiden-netherlands,"Ijmuiden, Netherlands",4.613685008225113,52.45851826150987
takaroa-french-polynesia,"Takaroa, French Polynesia",-144.97220770853863,-14.449768610910688
manihi-french-polynesia,"Manihi, French Polynesia",-145.95814451009178,-14.402893905977733
rangiroa-french-polynesia,"Rangiroa, French Polynesia",-147.65130737313953,-15.116218466216106
arutua-french-polynesia,"Arutua, French Polynesia",-146.78615295672594,-15.289899868101953
